方法   pt:6576.291440427422    sum:31635
蒺藜   pt:0    sum:2
人参   pt:0.0    sum:19
弹劾   pt:0.0    sum:38
酒花   pt:0    sum:3
鱼腥草   pt:0    sum:2
忍冬   pt:0    sum:2
马齿苋   pt:0    sum:2
川军   pt:0    sum:2
芸香   pt:0    sum:2
高根   pt:0    sum:2
钩吻   pt:0    sum:3
茱萸   pt:0    sum:4
肉桂   pt:0    sum:1
桂皮   pt:0    sum:3
枸杞   pt:0    sum:2
经济作物   pt:0    sum:2
落花生   pt:0.0    sum:20
芝麻   pt:0.0    sum:46
向日葵   pt:0    sum:5
蓖麻   pt:0    sum:2
油瓜   pt:0    sum:3
油棕   pt:0    sum:2
白苏   pt:0    sum:2
桉树   pt:0    sum:5
大茴香   pt:0    sum:2
八角   pt:0.0    sum:5
甘蔗   pt:0    sum:2
甜菜   pt:0    sum:2
蓼蓝   pt:0    sum:1
蓝   pt:0.0    sum:170
茜草   pt:0    sum:1
红花草   pt:0    sum:2
苜蓿   pt:0    sum:2
稗子   pt:0    sum:2
木棉   pt:0    sum:2
桑   pt:0    sum:2
麻   pt:0    sum:1
大麻   pt:0    sum:2
种麻   pt:0    sum:2
苘麻   pt:0    sum:2
罗布麻   pt:0    sum:2
马尼拉麻   pt:0    sum:2
芨芨草   pt:0    sum:2
白藤   pt:0    sum:2
狼尾草   pt:0    sum:2
芦苇   pt:0    sum:6
马兰   pt:0    sum:3
龙须草   pt:0    sum:2
国产棉   pt:0    sum:2
上棉   pt:0    sum:2
白色棉   pt:0    sum:2
彩棉   pt:0    sum:2
植株   pt:0    sum:1
棵   pt:0    sum:3
病株   pt:0    sum:2
秆   pt:0    sum:8
藤   pt:0    sum:6
树干   pt:0.0    sum:8
花茎   pt:0    sum:3
蒜薹   pt:0.0    sum:8
茬   pt:0    sum:1
麦茬   pt:0    sum:3
枝桠   pt:0    sum:8
蘖   pt:0    sum:2
疯枝   pt:0    sum:2
末期   pt:0.0    sum:16
柳丝   pt:0    sum:2
树根   pt:0    sum:3
枫叶   pt:0    sum:2
花朵   pt:0.0    sum:23
花蕾   pt:0    sum:7
筒状花   pt:0    sum:2
花瓣   pt:0.0    sum:13
瓣膜   pt:0    sum:3
花萼   pt:0    sum:2
花蕊   pt:0    sum:3
花苞   pt:0.0    sum:5
锄草   pt:0    sum:8
侧芽   pt:0    sum:2
叶芽   pt:0    sum:2
栽培   pt:0    sum:1
母株   pt:0    sum:2
果实   pt:0.0    sum:13
果然   pt:0.0    sum:40
桑果   pt:0    sum:2
菱角   pt:0    sum:3
荸荠   pt:0.0    sum:5
果皮   pt:0    sum:3
核   pt:0    sum:2
公尺   pt:0.0    sum:72
仁   pt:0    sum:1
松仁   pt:0    sum:2
花生米   pt:0    sum:2
莲子   pt:0    sum:2
油菜子   pt:0    sum:2
芡实   pt:0    sum:2
草籽   pt:0    sum:2
葵花子   pt:0    sum:2
役畜   pt:0    sum:2
牲口   pt:0    sum:1
猛兽   pt:0    sum:3
貔貅   pt:0    sum:2
马熊   pt:0    sum:3
狼獾   pt:0    sum:2
海熊   pt:0    sum:4
小熊猫   pt:0    sum:2
犀   pt:0    sum:2
獾   pt:0    sum:2
猪獾   pt:0    sum:3
箭猪   pt:0    sum:2
刺猬   pt:0.0    sum:10
貉   pt:0    sum:2
河狸   pt:0    sum:2
紫貂   pt:0    sum:2
黄鼠狼   pt:0    sum:3
猞猁   pt:0    sum:1
穿山甲   pt:0    sum:2
蝙蝠   pt:0    sum:2
狮   pt:0.0    sum:63
幼虎   pt:0    sum:5
豹   pt:0    sum:3
象   pt:0.0    sum:28
猛犸   pt:0    sum:2
白熊   pt:0    sum:2
赤狐   pt:0    sum:4
玄狐   pt:0    sum:2
白狐   pt:0    sum:2
草狐   pt:0    sum:2
猩猩   pt:0.0    sum:22
蹲   pt:0.0    sum:10
鹿   pt:0.0    sum:11
麋   pt:0    sum:3
狍子   pt:0    sum:2
马鹿   pt:0    sum:2
麂   pt:0    sum:2
獐   pt:0    sum:2
骆驼   pt:0.0    sum:9
马   pt:0.0    sum:231
儿马   pt:0    sum:2
母马   pt:0    sum:3
驽马   pt:0    sum:4
骢   pt:0    sum:2
马驹子   pt:0    sum:3
公驴   pt:0    sum:2
骡子   pt:0    sum:4
母牛   pt:0.0    sum:170
牛   pt:0    sum:1
公牛   pt:0    sum:4
奶牛   pt:0.0    sum:5
耕牛   pt:0    sum:2
小牛   pt:0    sum:3
羚羊   pt:0    sum:4
公羊   pt:0    sum:3
羊羔   pt:0.0    sum:7
头羊   pt:0    sum:2
石羊   pt:0    sum:2
猪   pt:0.0    sum:195
毛猪   pt:0.0    sum:5
猎狗   pt:0    sum:3
哈巴狗   pt:0    sum:4
小家鼠   pt:0    sum:2
褐家鼠   pt:0    sum:3
豚鼠   pt:0    sum:2
鼹鼠   pt:0    sum:2
黄鼠   pt:0    sum:2
松鼠   pt:0    sum:2
扬子鳄   pt:0    sum:2
海豚   pt:0    sum:2
江豚   pt:0    sum:2
人鱼   pt:0    sum:2
蟒蛇   pt:0    sum:4
五步蛇   pt:0    sum:2
水蛇   pt:0    sum:2
蜥蜴   pt:0.0    sum:4
獭   pt:0    sum:3
海獭   pt:0    sum:1
海龙   pt:0    sum:2
猛禽   pt:0    sum:2
隼   pt:0    sum:2
练鹊   pt:0    sum:2
鹌鹑   pt:0    sum:2
鸵鸟   pt:0.0    sum:12
大鸨   pt:0    sum:2
鹭   pt:0    sum:3
鹗   pt:0    sum:1
鸬鹚   pt:0    sum:3
鸿雁   pt:0    sum:3
雉   pt:0    sum:3
吐绶鸡   pt:0    sum:2
野鸭   pt:0    sum:2
天鹅   pt:0    sum:3
箭靶子   pt:0    sum:4
乌鸦   pt:0    sum:5
几维鸟   pt:0    sum:2
鹈鹕   pt:0    sum:2
极乐鸟   pt:0    sum:2
喜鹊   pt:0    sum:2
朱顶   pt:0    sum:2
八哥儿   pt:0    sum:3
黄鹂   pt:0    sum:2
戴胜   pt:0    sum:2
鹁鸪   pt:0    sum:2
鲲鹏   pt:0    sum:2
禽畜   pt:0    sum:2
雀鹰   pt:0    sum:4
风筝   pt:0.0    sum:24
秃鹫   pt:0    sum:3
雕   pt:0    sum:1
金丝雀   pt:0    sum:2
鸽   pt:0    sum:2
家鸽   pt:0    sum:2
野鸽   pt:0    sum:2
乳鸽   pt:0    sum:2
仙鹤   pt:0    sum:3
海鸥   pt:0    sum:2
鸡   pt:0.0    sum:167
公鸡   pt:0    sum:2
母鸡   pt:0.0    sum:4
小鸡   pt:0    sum:3
笋鸡   pt:0    sum:2
鹅   pt:0.0    sum:5
鱼苗   pt:0    sum:5
淡水鱼   pt:0    sum:2
青鱼   pt:0    sum:2
草鱼   pt:0    sum:2
鲫   pt:0    sum:2
鳜   pt:0    sum:2
鲢   pt:0    sum:2
鲟   pt:0    sum:3
鲤   pt:0    sum:1
鳙   pt:0    sum:3
鲥   pt:0    sum:2
鳊   pt:0    sum:3
乌鳢   pt:0    sum:3
鳅   pt:0    sum:2
黄鳝   pt:0    sum:3
金条   pt:0    sum:2
黄鱼   pt:0    sum:4
乌贼   pt:0    sum:3
鳓   pt:0    sum:4
鲳   pt:0    sum:4
柔鱼   pt:0    sum:2
章鱼   pt:0    sum:2
比目鱼   pt:0    sum:2
鲨鱼   pt:0.0    sum:6
鳗鲡   pt:0    sum:5
大鲵   pt:0    sum:4
大麻哈鱼   pt:0    sum:3
鳕   pt:0    sum:3
鲚   pt:0    sum:2
真鲷   pt:0    sum:2
鲅   pt:0    sum:4
鳎   pt:0    sum:4
鳟   pt:0    sum:2
鲈   pt:0    sum:2
鱼虾   pt:0    sum:3
梭子蟹   pt:0    sum:2
寄生蟹   pt:0    sum:2
虾   pt:0.0    sum:29
对虾   pt:0    sum:3
蚌   pt:0    sum:2
贻贝   pt:0    sum:5
牡蛎   pt:0.0    sum:4
蚶子   pt:0    sum:4
螺   pt:0    sum:2
海参   pt:0.0    sum:4
咸鱼   pt:0.0    sum:18
鲍鱼   pt:0    sum:2
海蜇   pt:0    sum:4
蛀虫   pt:0    sum:2
幼虫   pt:0    sum:4
蟋蟀   pt:0    sum:4
蟑螂   pt:0.0    sum:8
螳螂   pt:0    sum:3
花媳妇   pt:0    sum:2
蚯蚓   pt:0.0    sum:5
蝼蛄   pt:0    sum:3
鲎虫   pt:0    sum:2
萤   pt:0    sum:2
蝉   pt:0    sum:5
衣鱼   pt:0    sum:2
蛴螬   pt:0    sum:4
地蚕   pt:0    sum:1
水蛭   pt:0    sum:4
松毛虫   pt:0    sum:2
毛虫   pt:0.0    sum:5
蜈蚣   pt:0    sum:2
星毛虫   pt:0    sum:2
白蜡虫   pt:0    sum:2
星虫   pt:0    sum:2
黏虫   pt:0    sum:2
钻心虫   pt:0    sum:2
壁虎   pt:0    sum:2
蠹   pt:0    sum:2
蝎子   pt:0    sum:2
蜗牛   pt:0.0    sum:15
绦虫   pt:0    sum:2
肝蛭   pt:0    sum:2
蛤蚧   pt:0    sum:2
蜂王   pt:0    sum:2
马蜂   pt:0    sum:3
蚕   pt:0    sum:4
蚕蚁   pt:0    sum:2
蚕茧   pt:0    sum:1
茧   pt:0    sum:3
蛾   pt:0    sum:3
卷叶蛾   pt:0    sum:2
棉红蜘蛛   pt:0    sum:3
蝗虫   pt:0    sum:4
蝗蝻   pt:0    sum:4
螟虫   pt:0    sum:2
蚜虫   pt:0    sum:3
棉蚜   pt:0    sum:2
麦蚜   pt:0    sum:2
蚊   pt:0.0    sum:10
库蚊   pt:0    sum:2
按蚊   pt:0    sum:2
伊蚊   pt:0    sum:2
孑孓   pt:0    sum:2
蚊蝇   pt:0    sum:2
臭虫   pt:0    sum:1
蜱   pt:0    sum:2
跳蚤   pt:0    sum:4
鱼虫   pt:0    sum:3
虱   pt:0    sum:2
根瘤菌   pt:0    sum:2
菌种   pt:0    sum:2
病菌   pt:0    sum:4
病原体   pt:0.0    sum:6
酵母菌   pt:0    sum:3
霉菌   pt:0    sum:3
发霉   pt:0    sum:4
醭   pt:0    sum:2
上体   pt:0    sum:2
阴部   pt:0    sum:6
下体   pt:0.0    sum:4
尸蜡   pt:0    sum:2
头顶   pt:0.0    sum:15
颏   pt:0    sum:4
下颌   pt:0.0    sum:39
腮   pt:0    sum:3
酒窝   pt:0    sum:4
脑   pt:0.0    sum:52
颅   pt:0    sum:5
脑上体   pt:0    sum:3
垂体   pt:0    sum:3
大脑皮层   pt:0.0    sum:8
眼光   pt:0.0    sum:133
秋波   pt:0    sum:1
老视眼   pt:0    sum:3
眼白   pt:0    sum:2
眦   pt:0    sum:2
眼里   pt:0.0    sum:5
虹膜   pt:0.0    sum:6
结膜   pt:0    sum:2
视网膜   pt:0.0    sum:56
眼角膜   pt:0    sum:2
罢了   pt:0.0    sum:17
耳   pt:0.0    sum:194
中耳   pt:0    sum:2
内耳   pt:0    sum:1
外耳门   pt:0    sum:3
耳垂   pt:0    sum:2
外听道   pt:0    sum:2
鼓膜   pt:0    sum:2
耳轮   pt:0    sum:3
酒渣鼻   pt:0    sum:2
吻   pt:0    sum:2
嘴角   pt:0.0    sum:21
腭   pt:0    sum:2
喉   pt:0    sum:2
喉结   pt:0    sum:2
小舌   pt:0    sum:2
扁桃腺   pt:0    sum:2
上颌   pt:0    sum:2
声带   pt:0    sum:2
牙   pt:0.0    sum:96
乳齿   pt:0    sum:2
齿龈   pt:0    sum:5
臼齿   pt:0    sum:2
门齿   pt:0    sum:4
智齿   pt:0    sum:2
犬齿   pt:0    sum:3
龋齿   pt:0    sum:4
釉质   pt:0    sum:3
脖颈儿   pt:0    sum:2
胸   pt:0.0    sum:3
胸脯   pt:0.0    sum:7
胸腔   pt:0    sum:1
怀   pt:0    sum:1
乳头   pt:0    sum:2
小腹   pt:0    sum:2
四肢   pt:0.0    sum:22
腋   pt:0    sum:5
手   pt:0.0    sum:73
手掌   pt:0.0    sum:26
拳   pt:0.0    sum:13
腕   pt:0    sum:5
大拇指   pt:0.0    sum:8
二拇指   pt:0    sum:1
三拇指   pt:0    sum:4
小拇指   pt:0    sum:2
猪手   pt:0    sum:2
腹股沟   pt:0    sum:2
大腿   pt:0.0    sum:77
道   pt:0.0    sum:30
股骨   pt:0    sum:3
小腿   pt:0.0    sum:5
腿肚子   pt:0    sum:2
腿腕子   pt:0    sum:3
小脚   pt:0    sum:2
扁平足   pt:0    sum:2
赤脚   pt:0    sum:5
脚爪   pt:0.0    sum:11
和   pt:0    sum:7
脚掌   pt:0    sum:6
脚面   pt:0    sum:2
脚背   pt:0    sum:2
猪蹄   pt:0.0    sum:5
蹄子   pt:0.0    sum:3
鹿茸   pt:0    sum:1
茂盛   pt:0    sum:19
羚角   pt:0    sum:2
必须   pt:0.0    sum:17
鳍   pt:0    sum:2
脊鳍   pt:0    sum:2
鞘翅   pt:0    sum:2
横纹肌   pt:0    sum:3
平滑肌   pt:0    sum:2
腱   pt:0    sum:5
寒毛   pt:0    sum:2
绒毛   pt:0    sum:5
纤毛   pt:0    sum:1
毛笔   pt:0.0    sum:5
马鬃   pt:0    sum:4
毛毡   pt:0    sum:2
黑发   pt:0    sum:2
小辫儿   pt:0    sum:4
把柄   pt:0    sum:4
青丝   pt:0.0    sum:4
发髻   pt:0    sum:3
鬓   pt:0    sum:5
髦   pt:0.0    sum:10
华发   pt:0    sum:3
胎发   pt:0    sum:3
眉毛   pt:0.0    sum:21
娥眉   pt:0    sum:4
眉心   pt:0    sum:2
睫毛   pt:0.0    sum:11
络腮胡子   pt:0    sum:2
骨骼   pt:0.0    sum:35
骨骺   pt:0    sum:2
头骨   pt:0    sum:5
颧骨   pt:0    sum:2
椎骨   pt:0    sum:2
颈椎   pt:0.0    sum:10
肋骨   pt:0    sum:3
髋骨   pt:0    sum:2
髂骨   pt:0    sum:2
骶骨   pt:0    sum:2
髌骨   pt:0    sum:4
骨节   pt:0    sum:2
椎间盘   pt:0    sum:2
指甲   pt:0.0    sum:26
上等   pt:0.0    sum:19
贝壳   pt:0.0    sum:10
鳞   pt:0    sum:4
内脏   pt:0.0    sum:8
器官   pt:0.0    sum:101
五脏   pt:0    sum:4
脾   pt:0    sum:2
胰   pt:0    sum:3
肥皂   pt:0.0    sum:8
胆   pt:0    sum:2
肫   pt:0    sum:2
鳔胶   pt:0    sum:3
鳔   pt:0    sum:1
感官   pt:0.0    sum:50
食管   pt:0    sum:2
输尿管   pt:0    sum:3
肛管   pt:0    sum:2
肛门   pt:0    sum:2
肠胃   pt:0    sum:2
生殖器   pt:0    sum:2
阴茎   pt:0    sum:1
睾丸   pt:0    sum:3
阴道   pt:0    sum:2
子宫颈   pt:0    sum:2
胎   pt:0.0    sum:4
衣胞   pt:0    sum:6
胚盘   pt:0    sum:2
娘胎   pt:0    sum:2
经络   pt:0    sum:2
通过   pt:0.0    sum:65
血脉   pt:0.0    sum:31
毛细管   pt:0    sum:3
大动脉   pt:0    sum:2
动脉弓   pt:0    sum:2
穴道   pt:0.0    sum:5
脉搏   pt:0    sum:2
传出神经   pt:0    sum:2
传入神经   pt:0    sum:2
核子   pt:0    sum:2
腺   pt:0    sum:2
淋巴腺   pt:0    sum:2
肾上腺   pt:0.0    sum:4
前列腺   pt:0    sum:2
胸膜   pt:0    sum:2
横膈膜   pt:0    sum:3
潜血   pt:0    sum:2
血淋淋   pt:0    sum:2
抗毒血清   pt:0    sum:2
淋巴   pt:0    sum:2
渡口   pt:0    sum:3
痰   pt:0    sum:1
体液   pt:0    sum:3
胃酸   pt:0    sum:2
鼻涕   pt:0.0    sum:23
耳屎   pt:0    sum:4
眼屎   pt:0    sum:3
头皮屑   pt:0.0    sum:6
施肥   pt:0    sum:2
溏便   pt:0    sum:1
尿   pt:0.0    sum:49
精液   pt:0.0    sum:6
精子   pt:0.0    sum:12
卵   pt:0    sum:3
鸭蛋   pt:0    sum:2
蛋黄   pt:0.0    sum:5
蛋白   pt:0.0    sum:69
铂   pt:0    sum:1
锡   pt:0    sum:2
铝   pt:0.0    sum:8
金银   pt:0    sum:2
足金   pt:0.0    sum:7
银两   pt:0.0    sum:4
铜   pt:0.0    sum:8
紫铜   pt:0    sum:2
铜线   pt:0    sum:2
铝型材   pt:0    sum:2
钢   pt:0    sum:1
硅钢   pt:0    sum:2
角钢   pt:0    sum:3
钢轨   pt:0    sum:2
钢筋   pt:0.0    sum:11
钢水   pt:0    sum:2
雄兵   pt:0    sum:7
铁   pt:0    sum:1
生铁   pt:0    sum:3
熟铁   pt:0    sum:2
灰口铁   pt:0    sum:2
磁铁   pt:0.0    sum:5
镀锌铁   pt:0    sum:4
镀锡铁   pt:0.0    sum:6
枕木   pt:0    sum:2
软木   pt:0    sum:3
闪石   pt:0    sum:2
燧石   pt:0    sum:2
萤石   pt:0    sum:2
木化石   pt:0    sum:2
钟乳石   pt:0    sum:2
磐石   pt:0    sum:4
卵石   pt:0    sum:3
矸石   pt:0    sum:2
石头子儿   pt:0    sum:5
他山石   pt:0    sum:4
土   pt:0.0    sum:86
地   pt:0    sum:2
土堆   pt:0    sum:2
土块   pt:0    sum:6
黑土   pt:0    sum:2
高岭土   pt:0    sum:3
糊   pt:0.0    sum:29
泥   pt:0    sum:1
烂泥   pt:0    sum:2
水泥   pt:0.0    sum:20
混凝土   pt:0.0    sum:5
三合土   pt:0    sum:2
灰浆   pt:0    sum:2
石灰   pt:0    sum:5
熟石灰   pt:0    sum:2
沥青   pt:0.0    sum:8
石膏   pt:0    sum:3
碎砖   pt:0.0    sum:9
耐火砖   pt:0    sum:2
瓦   pt:0.0    sum:4
小青瓦   pt:0    sum:2
瓦垄   pt:0    sum:2
板   pt:0    sum:5
挡板   pt:0    sum:2
图板   pt:0.0    sum:5
陶管   pt:0    sum:2
焦煤   pt:0    sum:2
煤砖   pt:0    sum:2
褐煤   pt:0    sum:2
炭   pt:0    sum:2
草炭   pt:0    sum:2
泥炭   pt:0    sum:2
焦炭   pt:0    sum:1
焦   pt:0.0    sum:18
火煤   pt:0    sum:2
松明   pt:0    sum:2
煤油   pt:0    sum:3
润滑油   pt:0    sum:2
凡士林   pt:0    sum:2
红土   pt:0    sum:2
深蓝   pt:0    sum:6
蚕丝   pt:0    sum:2
生丝   pt:0    sum:2
化学纤维   pt:0    sum:2
涤纶   pt:0    sum:2
毛皮   pt:0    sum:2
胶   pt:0    sum:3
石花胶   pt:0    sum:4
橡胶   pt:0.0    sum:13
硫化橡胶   pt:0    sum:2
人力车   pt:0    sum:5
粘合剂   pt:0    sum:2
玻璃   pt:0.0    sum:158
毛玻璃   pt:0    sum:2
有机玻璃   pt:0    sum:2
釉   pt:0    sum:3
色釉   pt:0    sum:2
佛珠   pt:0    sum:2
玉石   pt:0    sum:4
宝玉   pt:0    sum:3
吡   pt:0    sum:2
搪瓷   pt:0    sum:2
肥料   pt:0.0    sum:7
化学肥料   pt:0.0    sum:6
肥田粉   pt:0    sum:1
颗粒肥料   pt:0    sum:2
基肥   pt:0    sum:3
厩肥   pt:0    sum:2
油饼   pt:0    sum:3
尿素   pt:0    sum:2
氨水   pt:0    sum:2
复合肥   pt:0    sum:2
有机肥   pt:0    sum:2
布施   pt:0.0    sum:6
城楼   pt:0    sum:3
鼓楼   pt:0    sum:4
广厦   pt:0    sum:2
佛殿   pt:0.0    sum:5
红楼   pt:0    sum:4
草屋   pt:0    sum:9
庵   pt:0    sum:2
寒门   pt:0    sum:3
棚子   pt:0    sum:1
圈   pt:0.0    sum:47
窑   pt:0    sum:2
商业楼   pt:0.0    sum:6
民居   pt:0    sum:4
危楼   pt:0    sum:5
城堡   pt:0    sum:4
茅草房   pt:0    sum:2
别墅   pt:0.0    sum:34
住所   pt:0.0    sum:15
里屋   pt:0    sum:2
外屋   pt:0    sum:2
厢房   pt:0.0    sum:10
灶   pt:0.0    sum:5
书房   pt:0.0    sum:5
藏书室   pt:0.0    sum:133
录音室   pt:0    sum:2
地下室   pt:0.0    sum:10
闺房   pt:0    sum:6
会客厅   pt:0    sum:2
展室   pt:0    sum:2
单间儿   pt:0.0    sum:4
影厅   pt:0    sum:5
门   pt:0    sum:1
家   pt:0.0    sum:5
旁门   pt:0    sum:5
宫门   pt:0    sum:2
阎   pt:0    sum:2
柴门   pt:0    sum:1
门扇   pt:0    sum:2
门闩   pt:0    sum:4
门环   pt:0    sum:2
门槛   pt:0    sum:1
窗台   pt:0.0    sum:7
窗框   pt:0    sum:2
门窗   pt:0    sum:2
地基   pt:0    sum:3
本地   pt:0.0    sum:220
天花板   pt:0.0    sum:26
正梁   pt:0    sum:6
界桩   pt:0    sum:4
城墙   pt:0.0    sum:8
市区   pt:0.0    sum:5
箭垛子   pt:0    sum:1
照壁   pt:0    sum:4
夹层墙   pt:0    sum:3
山墙   pt:0    sum:2
防火墙   pt:0    sum:3
围墙   pt:0.0    sum:6
隔断   pt:0    sum:1
残墙断壁   pt:0    sum:2
长城   pt:0    sum:2
屋檐   pt:0.0    sum:5
檐   pt:0    sum:2
水溜   pt:0    sum:5
排水沟   pt:0.0    sum:15
阳沟   pt:0    sum:2
阴沟   pt:0    sum:3
人行道   pt:0.0    sum:11
层   pt:0.0    sum:536
除了   pt:0.0    sum:11
阶级   pt:0.0    sum:56
石级   pt:0    sum:4
绳梯   pt:0    sum:2
栏杆   pt:0.0    sum:3
小路   pt:0.0    sum:20
悬索桥   pt:0    sum:3
开合桥   pt:0    sum:2
旱桥   pt:0    sum:2
过街桥   pt:0    sum:2
土地   pt:0.0    sum:188
田地   pt:0.0    sum:14
良田   pt:0    sum:6
休耕地   pt:0    sum:3
旱地   pt:0    sum:2
水地   pt:0    sum:2
承包田   pt:0    sum:2
田间   pt:0    sum:2
熟荒   pt:0    sum:2
田埂   pt:0    sum:9
园圃   pt:0.0    sum:8
闹新房   pt:0    sum:2
苗床   pt:0    sum:4
猪圈   pt:0.0    sum:5
马厩   pt:0    sum:2
窠   pt:0    sum:4
巢穴   pt:0.0    sum:8
鸟窝   pt:0.0    sum:4
陷阱   pt:0    sum:2
水库   pt:0    sum:4
圩子   pt:0    sum:5
水闸   pt:0    sum:4
电闸   pt:0    sum:3
水路   pt:0    sum:4
沟沟壑壑   pt:0    sum:4
机井   pt:0    sum:3
矿井   pt:0    sum:4
地洞   pt:0    sum:4
坑道   pt:0    sum:4
工作面   pt:0    sum:2
发电站   pt:0    sum:3
火电站   pt:0    sum:3
粮仓   pt:0    sum:5
立   pt:0.0    sum:859
寨子   pt:0    sum:6
掩体   pt:0    sum:2
鹿砦   pt:0    sum:2
壕沟   pt:0    sum:4
御花园   pt:0    sum:2
陵园   pt:0    sum:2
花坛   pt:0    sum:3
塔   pt:0.0    sum:5
佛陀   pt:0    sum:6
象牙之塔   pt:0.0    sum:4
亭   pt:0.0    sum:4
阁   pt:0    sum:1
舞台   pt:0.0    sum:162
站台   pt:0.0    sum:5
坟头   pt:0    sum:1
墓道   pt:0    sum:2
祖坟   pt:0    sum:3
碑   pt:0    sum:5
墓碑   pt:0.0    sum:5
祠堂   pt:0    sum:3
太庙   pt:0    sum:2
庙宇   pt:0    sum:2
孔庙   pt:0    sum:2
观   pt:0    sum:1
本寺   pt:0    sum:2
机器   pt:0.0    sum:2876
工作母机   pt:0    sum:2
蒸气机   pt:0.0    sum:8
汽轮机   pt:0    sum:2
柴油机   pt:0    sum:2
发电机   pt:0    sum:1
涡轮机   pt:0    sum:4
燃气轮机   pt:0    sum:2
升降机   pt:0.0    sum:62
天车   pt:0.0    sum:16
钻探机   pt:0    sum:2
凿岩机   pt:0    sum:4
水压机   pt:0    sum:3
织布机   pt:0    sum:6
意匠   pt:0.0    sum:8
卷扬机   pt:0    sum:2
掘土机   pt:0.0    sum:7
联合收割机   pt:0    sum:4
拖拉机   pt:0.0    sum:5
铲土机   pt:0    sum:2
压路机   pt:0    sum:2
输送机   pt:0    sum:2
电子游戏机   pt:0.0    sum:11
彩电   pt:0.0    sum:10
柜员机   pt:0.0    sum:6
内存储器   pt:0.0    sum:310
空调机   pt:0.0    sum:98
烤箱   pt:0.0    sum:4
放映机   pt:0    sum:2
泵   pt:0    sum:2
水泵   pt:0    sum:2
气泵   pt:0    sum:2
气筒   pt:0    sum:2
机床   pt:0.0    sum:4
车床   pt:0    sum:2
冲床   pt:0    sum:3
刀具   pt:0    sum:2
激光器   pt:0    sum:2
化油器   pt:0    sum:2
绞盘   pt:0    sum:2
滑轮   pt:0.0    sum:5
飞轮   pt:0    sum:1
齿轮   pt:0.0    sum:4
滚珠轴承   pt:0    sum:8
滚珠   pt:0    sum:2
主轴   pt:0    sum:2
传动带   pt:0    sum:1
皮带   pt:0.0    sum:8
锁链   pt:0.0    sum:4
弹簧   pt:0.0    sum:10
发条   pt:0.0    sum:4
合页   pt:0    sum:2
阀   pt:0.0    sum:15
活塞   pt:0    sum:3
轴瓦   pt:0    sum:2
销子   pt:0    sum:3
离合器   pt:0    sum:2
排挡   pt:0    sum:2
履带   pt:0    sum:2
轮轴   pt:0    sum:5
空气锤   pt:0    sum:2
蒸汽锤   pt:0    sum:2
导言   pt:0    sum:3
筘   pt:0    sum:2
钉子   pt:0.0    sum:4
螺母   pt:0    sum:2
地脚螺丝   pt:0    sum:2
纱锭   pt:0    sum:2
制动器   pt:0    sum:1
梭   pt:0    sum:1
串   pt:0    sum:2
钥匙   pt:0.0    sum:62
匙子   pt:0    sum:4
撞锁   pt:0    sum:4
拉链   pt:0.0    sum:6
铁锁链   pt:0    sum:1
丁当   pt:0    sum:3
零备件   pt:0    sum:2
电子器件   pt:0    sum:3
转子   pt:0    sum:2
步话机   pt:0    sum:3
电唱机   pt:0    sum:1
幻灯机   pt:0    sum:2
受话器   pt:0.0    sum:50
听诊器   pt:0    sum:2
发话器   pt:0    sum:1
拾音器   pt:0    sum:2
电子管   pt:0    sum:2
继电器   pt:0    sum:2
容电器   pt:0    sum:2
两极管   pt:0    sum:2
原线圈   pt:0    sum:2
副线圈   pt:0    sum:2
呼机   pt:0    sum:3
电视电话   pt:0.0    sum:4
橡皮线   pt:0    sum:2
电料   pt:0.0    sum:20
电池   pt:0.0    sum:43
蓄电池   pt:0    sum:2
开关   pt:0.0    sum:52
插头   pt:0    sum:2
光电池   pt:0    sum:2
农具   pt:0    sum:2
镰刀   pt:0    sum:2
锄   pt:0    sum:2
耙   pt:0    sum:4
耕   pt:0    sum:2
犁   pt:0    sum:1
铧   pt:0    sum:2
耧   pt:0    sum:2
耢   pt:0    sum:1
筢   pt:0    sum:2
水车   pt:0.0    sum:9
戽斗   pt:0    sum:1
汲   pt:0    sum:3
风车   pt:0    sum:2
碌碡   pt:0    sum:3
渔具   pt:0    sum:3
鱼网   pt:0    sum:4
鱼漂   pt:0    sum:2
磨子   pt:0    sum:3
碾子   pt:0    sum:1
碓   pt:0    sum:2
削   pt:0.0    sum:21
锛   pt:0    sum:1
螺丝攻   pt:0    sum:2
叉   pt:0    sum:1
筛   pt:0.0    sum:143
漏斗   pt:0    sum:2
钎子   pt:0    sum:2
砂纸   pt:0    sum:2
千斤顶   pt:0    sum:1
磨刀石   pt:0    sum:5
砂轮   pt:0.0    sum:4
铡刀   pt:0    sum:1
切   pt:0    sum:5
錾刀   pt:0    sum:1
剃刀   pt:0    sum:2
斧   pt:0    sum:3
镐   pt:0    sum:2
洋镐   pt:0    sum:4
凿   pt:0    sum:3
冰镩   pt:0    sum:2
锹   pt:0    sum:3
刨   pt:0    sum:2
剖   pt:0    sum:2
锯   pt:0    sum:1
锉   pt:0    sum:2
板锉   pt:0    sum:2
镊   pt:0    sum:2
老虎钳   pt:0    sum:3
